"Código de radio","Área en km2","Densidad de población","Menores de 18 años","Población total","Hogares","Urbano","Maurio Macri (Cambiemos)","Daniel Scioli (FPV)","Sergio Massa (UNA)","Nicolás del Caño (FIT)","Margarita Stolbizer (Progresistas)","A. Rodríguez Saá (C. Federal)","Votos de la fórmula ganadora en el radio","Votos positivos","Votos en blanco","Votos nulos","Fórmula con más votos en el radio","Electores","Cantidad de circuitos considerados","Distrito electoral imputado","Circuito 1 considerado","Circuito 2 considerado","Circuito 3 considerado","Circuito 4 considerado","Circuito 5 considerado","Código de provincia","Nombre de provincia","Código de departamentos/comuna","Nombre de departamentos/comuna","Código de radio","Población total","Total de hogares","Latitud del centroide","Longitud del centroide","Superficie en km2","Geometría en GeoJSON"
"820848105",0.09486931,6788.28565895,97,644,224,2,164.6619863,75.58715753,77.46044521,17.23424658,26.31969178,3.55924658,164.6619863,364.82277397,12.45736301,4.40222603,1,482.18424658,1,"21","00332","","","","","82","Santa Fe","82084","Rosario","820848105",644,224,-32.941313,-60.67763,0.066616955829057,"{""type"":""Polygon"",""coordinates"":[[[-60.675707,-32.942423],[-60.676079,-32.942354],[-60.676705,-32.942246],[-60.678060,-32.941988],[-60.679106,-32.941804],[-60.679934,-32.941663],[-60.679570,-32.940212],[-60.677717,-32.940547],[-60.677051,-32.940654],[-60.675720,-32.940876],[-60.675342,-32.940945],[-60.675446,-32.941346],[-60.675605,-32.942023],[-60.675707,-32.942423]]]}"
"820841908",0.04496807,13676.3698875,60,615,309,2,218.88152664,70.90113968,58.39782666,12.79750861,30.89053803,2.5006626,218.88152664,394.36920223,4.2658362,1.9122714,1,526.02173337,1,"21","00315","","","","","82","Santa Fe","82084","Rosario","820841908",615,309,-32.940388,-60.651681,0.031591840649688,"{""type"":""Polygon"",""coordinates"":[[[-60.651347,-32.941672],[-60.652008,-32.941552],[-60.652596,-32.941452],[-60.652002,-32.939091],[-60.651403,-32.939204],[-60.650777,-32.939317],[-60.650931,-32.939945],[-60.651203,-32.941104],[-60.651347,-32.941672]]]}"
"820841920",0.02504761,14931.5670342,32,374,198,2,123.43023758,44.31965443,42.25140389,9.08552916,20.38704104,1.40345572,123.43023758,240.87732181,3.39784017,2.43758099,1,319.91403888,1,"21","00314","","","","","82","Santa Fe","82084","Rosario","820841920",374,198,-32.939577,-60.645884,0.017574106661705,"{""type"":""Polygon"",""coordinates"":[[[-60.645354,-32.940294],[-60.646714,-32.940047],[-60.646565,-32.939460],[-60.646423,-32.938860],[-60.645050,-32.939107],[-60.645354,-32.940294]]]}"
"820842004",0.02596455,15829.2766119,55,411,212,2,172.52977971,47.63448463,41.72858308,10.26271417,20.23497416,0,172.52977971,292.39053576,2.3236334,1.83954311,1,383.01223824,1,"21","00308","","","","","82","Santa Fe","82084","Rosario","820842004",411,212,-32.939414,-60.640042,0.018218008112172,"{""type"":""Polygon"",""coordinates"":[[[-60.639338,-32.939518],[-60.639497,-32.940151],[-60.640896,-32.939882],[-60.640742,-32.939345],[-60.640595,-32.938681],[-60.639211,-32.938928],[-60.639338,-32.939518]]]}"
"820848306",0.12847286,6522.77860255,156,838,294,2,157.51028085,168.49631047,185.19463691,21.32517724,22.30098227,10.94217321,185.19463691,565.76956095,14.46164976,9.3085221,3,769.70184718,1,"21","00347","","","","","82","Santa Fe","82084","Rosario","820848306",838,294,-32.943009,-60.694755,0.09022124408366,"{""type"":""Polygon"",""coordinates"":[[[-60.693064,-32.942606],[-60.693008,-32.944426],[-60.692964,-32.945689],[-60.692931,-32.946916],[-60.693176,-32.946927],[-60.693471,-32.946944],[-60.693508,-32.946324],[-60.693541,-32.945678],[-60.693547,-32.945052],[-60.693584,-32.944424],[-60.693603,-32.943893],[-60.693630,-32.943315],[-60.694099,-32.943321],[-60.694955,-32.943366],[-60.694970,-32.942998],[-60.696086,-32.943032],[-60.697166,-32.943078],[-60.697218,-32.942166],[-60.697253,-32.941178],[-60.696801,-32.941253],[-60.696489,-32.941330],[-60.695923,-32.941418],[-60.695866,-32.941447],[-60.695059,-32.941593],[-60.694985,-32.941630],[-60.694638,-32.941665],[-60.694172,-32.941735],[-60.693675,-32.941840],[-60.693344,-32.941884],[-60.693083,-32.941932],[-60.693064,-32.942606]]]}"
"820848022",0.07939209,8174.61828776,60,649,340,2,177.30513699,81.39092466,83.40804795,18.55753425,28.34058219,3.83253425,177.30513699,392.83476027,13.41386986,4.74023973,1,519.20753425,1,"21","00332","","","","","82","Santa Fe","82084","Rosario","820848022",649,340,-32.941161,-60.665674,0.055737009347778,"{""type"":""Polygon"",""coordinates"":[[[-60.664042,-32.941186],[-60.664178,-32.941759],[-60.665621,-32.941501],[-60.665913,-32.942648],[-60.666334,-32.942567],[-60.666760,-32.942527],[-60.666741,-32.942495],[-60.667194,-32.942415],[-60.666736,-32.940622],[-60.666561,-32.939899],[-60.666112,-32.939992],[-60.665851,-32.940040],[-60.665278,-32.940155],[-60.665060,-32.940195],[-60.664344,-32.940335],[-60.663843,-32.940417],[-60.664042,-32.941186]]]}"
"820841909",0.04818727,17598.0093567,111,848,354,2,290.65889213,94.1516035,77.54810496,16.9941691,41.02040816,3.32069971,290.65889213,523.69387755,5.66472303,2.5393586,1,698.51895044,1,"21","00315","","","","","82","Santa Fe","82084","Rosario","820841909",848,354,-32.940614,-60.650396,0.033838264242663,"{""type"":""Polygon"",""coordinates"":[[[-60.650017,-32.941910],[-60.650017,-32.941913],[-60.651347,-32.941673],[-60.651203,-32.941104],[-60.650931,-32.939945],[-60.650777,-32.939317],[-60.650094,-32.939445],[-60.649439,-32.939557],[-60.649729,-32.940712],[-60.649879,-32.941326],[-60.650017,-32.941910]]]}"
"820841919",0.02551345,13012.7445901,45,332,161,2,103.58034557,37.19222462,35.45658747,7.62440605,17.10842333,1.17775378,103.58034557,202.13974082,2.85140389,2.04557235,1,268.46587473,1,"21","00314","","","","","82","Santa Fe","82084","Rosario","820841919",332,161,-32.939826,-60.644509,0.017931230440494,"{""type"":""Polygon"",""coordinates"":[[[-60.643959,-32.940549],[-60.644313,-32.940479],[-60.645001,-32.940360],[-60.645354,-32.940295],[-60.645050,-32.939107],[-60.644362,-32.939226],[-60.644265,-32.939240],[-60.643668,-32.939358],[-60.643827,-32.939999],[-60.643959,-32.940549]]]}"
"820842114",0.02657863,27352.806711,122,727,317,2,293.20369867,80.95186293,70.91514822,17.44084852,34.38808812,1.31629045,293.20369867,498.21593691,3.94887136,3.12618983,1,650.90562959,1,"21","00308","","","","","82","Santa Fe","82084","Rosario","820842114",727,317,-32.939671,-60.638649,0.018678531724007,"{""type"":""Polygon"",""coordinates"":[[[-60.637955,-32.939801],[-60.638099,-32.940419],[-60.638719,-32.940306],[-60.639497,-32.940151],[-60.639338,-32.939518],[-60.639211,-32.938928],[-60.637795,-32.939182],[-60.637955,-32.939801]]]}"
"820848112",0.11012897,7246.04984751,150,798,301,2,191.82586613,129.94086704,153.97787049,26.56412117,30.5017232,7.05242155,191.82586613,539.86286958,8.3453655,4.81915473,1,716.40848903,1,"21","00334","","","","","82","Santa Fe","82084","Rosario","820848112",798,301,-32.942661,-60.688578,0.077320916144091,"{""type"":""Polygon"",""coordinates"":[[[-60.687547,-32.944216],[-60.688904,-32.943972],[-60.690260,-32.943742],[-60.690114,-32.943151],[-60.689862,-32.942105],[-60.689607,-32.941104],[-60.689256,-32.941170],[-60.687878,-32.941408],[-60.687588,-32.941481],[-60.687226,-32.941516],[-60.686888,-32.941578],[-60.687073,-32.942288],[-60.687392,-32.943602],[-60.687547,-32.944216]]]}"
"820841910",0.04945545,15549.3464224,100,769,357,2,241.44686825,86.69546436,82.64967603,17.77257019,39.87991361,2.74535637,241.44686825,471.18984881,6.64665227,4.76825054,1,625.79676026,1,"21","00314","","","","","82","Santa Fe","82084","Rosario","820841910",769,357,-32.940846,-60.64905,0.034759073855138,"{""type"":""Polygon"",""coordinates"":[[[-60.648671,-32.942147],[-60.650017,-32.941913],[-60.649879,-32.941326],[-60.649729,-32.940712],[-60.649439,-32.939557],[-60.648749,-32.939666],[-60.648072,-32.939795],[-60.648232,-32.940459],[-60.648532,-32.941579],[-60.648671,-32.942147]]]}"
"820842009",0.02532427,24521.9266386,104,621,295,2,209.57280948,70.36810103,60.13127534,13.78344247,33.7734643,1.53149361,209.57280948,389.16058622,5.56173994,2.01512317,1,536.9094169,1,"21","00307","","","","","82","Santa Fe","82084","Rosario","820842009",621,295,-32.940085,-60.643124,0.017792194781902,"{""type"":""Polygon"",""coordinates"":[[[-60.642578,-32.940796],[-60.643244,-32.940685],[-60.643959,-32.940550],[-60.643827,-32.939999],[-60.643668,-32.939358],[-60.642952,-32.939503],[-60.642275,-32.939627],[-60.642578,-32.940796]]]}"
"820843120",0.11983981,6016.3644539,159,721,233,2,129.79586194,138.84886581,152.6090703,17.57294664,18.37705577,9.01686414,152.6090703,466.2206646,11.91707795,7.67065897,3,634.27043712,1,"21","00347","","","","","82","Santa Fe","82084","Rosario","820843120",721,233,-32.944017,-60.712746,0.084178317310208,"{""type"":""Polygon"",""coordinates"":[[[-60.711221,-32.943470],[-60.711220,-32.943472],[-60.710805,-32.943464],[-60.710311,-32.943461],[-60.711652,-32.944557],[-60.712395,-32.945169],[-60.712533,-32.945261],[-60.713071,-32.945684],[-60.713591,-32.945693],[-60.714181,-32.945695],[-60.714767,-32.945716],[-60.714780,-32.944650],[-60.714239,-32.944627],[-60.713632,-32.944610],[-60.713647,-32.944080],[-60.713677,-32.943545],[-60.713698,-32.942966],[-60.713730,-32.942467],[-60.713166,-32.942448],[-60.712651,-32.942440],[-60.712507,-32.942433],[-60.711838,-32.942423],[-60.711271,-32.942408],[-60.711221,-32.943470]]]}"
"820841718",0.03880785,13760.1029243,47,534,284,2,142.98451178,59.68619529,57.30858586,13.85572391,22.0543771,2.86952862,142.98451178,298.75892256,5.41111111,2.37760943,1,392.55151515,1,"21","00336","","","","","82","Santa Fe","82084","Rosario","820841718",534,284,-32.94092,-60.658292,0.027246252142929,"{""type"":""Polygon"",""coordinates"":[[[-60.657050,-32.941624],[-60.657728,-32.941501],[-60.658407,-32.941386],[-60.659084,-32.941266],[-60.659759,-32.941142],[-60.659649,-32.940710],[-60.659516,-32.940214],[-60.658836,-32.940329],[-60.656820,-32.940706],[-60.657050,-32.941624]]]}"
"820848004",0.077778,9385.68710332,81,730,349,2,276.82329757,132.01686008,123.20626232,27.85285746,53.85833151,5.25793738,276.82329757,619.01554631,15.20538647,5.40004379,1,807.02233414,1,"21","00331","","","","","82","Santa Fe","82084","Rosario","820848004",730,349,-32.941917,-60.663991,0.054626674439344,"{""type"":""Polygon"",""coordinates"":[[[-60.662740,-32.941680],[-60.663110,-32.943145],[-60.663455,-32.943078],[-60.663809,-32.943017],[-60.664119,-32.942967],[-60.664464,-32.942901],[-60.665133,-32.942786],[-60.665410,-32.942744],[-60.665689,-32.942688],[-60.665913,-32.942648],[-60.665621,-32.941501],[-60.664178,-32.941759],[-60.664042,-32.941186],[-60.663843,-32.940417],[-60.663136,-32.940536],[-60.662475,-32.940656],[-60.662740,-32.941680]]]}"
"820848005",0.09208276,7808.19318099,124,719,277,2,179.11130137,82.22003425,84.25770548,18.74657534,28.62928082,3.87157534,179.11130137,396.8364726,13.5505137,4.7885274,1,524.49657534,1,"21","00332","","","","","82","Santa Fe","82084","Rosario","820848005",719,277,-32.942053,-60.67349,0.06472459409459,"{""type"":""Polygon"",""coordinates"":[[[-60.671636,-32.943153],[-60.674361,-32.942658],[-60.675081,-32.942536],[-60.675707,-32.942423],[-60.675605,-32.942023],[-60.675446,-32.941346],[-60.675342,-32.940945],[-60.674967,-32.941015],[-60.674354,-32.941137],[-60.673291,-32.941321],[-60.671273,-32.941689],[-60.671432,-32.942371],[-60.671636,-32.943153]]]}"
"820848304",0.14696844,7144.3912298,223,1050,356,2,190.99853705,204.32030609,224.56886324,25.85912255,27.04239345,13.26858833,224.56886324,686.05781072,17.53634069,11.28760671,3,933.34813433,1,"21","00347","","","","","82","Santa Fe","82084","Rosario","820848304",1050,356,-32.943515,-60.702053,0.10324219922479,"{""type"":""Polygon"",""coordinates"":[[[-60.701097,-32.943176],[-60.700428,-32.943153],[-60.699733,-32.943142],[-60.699700,-32.944216],[-60.699661,-32.945276],[-60.700338,-32.945296],[-60.700985,-32.945319],[-60.701020,-32.944826],[-60.701043,-32.944260],[-60.701575,-32.944278],[-60.702658,-32.944297],[-60.703747,-32.944334],[-60.704315,-32.944345],[-60.704354,-32.943824],[-60.704381,-32.943281],[-60.704425,-32.942194],[-60.703276,-32.942163],[-60.702216,-32.942127],[-60.701164,-32.942100],[-60.701135,-32.942670],[-60.701097,-32.943176]]]}"
"820841911",0.04967071,10831.333172,66,538,264,2,170.34816415,61.1663067,58.31187905,12.53909287,28.13650108,1.93693305,170.34816415,332.43887689,4.68941685,3.36414687,1,441.5187905,1,"21","00314","","","","","82","Santa Fe","82084","Rosario","820841911",538,264,-32.941102,-60.647687,0.034917916098244,"{""type"":""Polygon"",""coordinates"":[[[-60.647287,-32.942393],[-60.648671,-32.942147],[-60.648532,-32.941579],[-60.648232,-32.940459],[-60.648072,-32.939795],[-60.646714,-32.940047],[-60.647144,-32.941816],[-60.647287,-32.942393]]]}"
"820842005",0.02450301,15263.430724,63,374,160,2,126.0679763,42.32974743,36.17181166,8.29139383,20.31633926,0,126.0679763,233.17726848,3.34565014,1.21219208,1,322.97645775,1,"21","00307","","","","","82","Santa Fe","82084","Rosario","820842005",374,160,-32.940332,-60.641741,0.017227357022333,"{""type"":""Polygon"",""coordinates"":[[[-60.641077,-32.940547],[-60.641205,-32.941030],[-60.641910,-32.940903],[-60.642578,-32.940796],[-60.642275,-32.939627],[-60.641600,-32.939755],[-60.640896,-32.939882],[-60.641077,-32.940547]]]}"
"820848113",0.08877314,6465.91989076,87,574,235,2,144.16542717,97.65617631,115.72102304,19.96408489,22.92336296,5.30019953,144.16542717,405.7302739,6.27190278,3.62180301,1,538.41193543,1,"21","00334","","","","","82","Santa Fe","82084","Rosario","820848113",574,235,-32.94265,-60.685017,0.062319699968815,"{""type"":""Polygon"",""coordinates"":[[[-60.683134,-32.943628],[-60.683157,-32.943718],[-60.683799,-32.943602],[-60.685177,-32.943363],[-60.686533,-32.943097],[-60.687242,-32.942988],[-60.687073,-32.942288],[-60.686888,-32.941578],[-60.685529,-32.941826],[-60.683163,-32.942251],[-60.682774,-32.942325],[-60.682873,-32.942680],[-60.682972,-32.943022],[-60.683071,-32.943381],[-60.683134,-32.943628]]]}"
"820842901",0.11424209,9366.07481871,142,1070,487,2,395.82745785,188.76987081,176.1716663,39.826582,77.01160499,7.51828334,395.82745785,885.12546529,21.74206262,7.72148018,1,1153.9548938,1,"21","00331","","","","","82","Santa Fe","82084","Rosario","820842901",1070,487,-32.94315,-60.662019,0.080209269618023,"{""type"":""Polygon"",""coordinates"":[[[-60.660782,-32.945091],[-60.661432,-32.944985],[-60.662102,-32.944861],[-60.662844,-32.944731],[-60.663483,-32.944614],[-60.663303,-32.943927],[-60.663110,-32.943144],[-60.662662,-32.941370],[-60.662475,-32.940656],[-60.661814,-32.940771],[-60.661108,-32.940890],[-60.661731,-32.943392],[-60.660995,-32.943522],[-60.660390,-32.943636],[-60.660628,-32.944478],[-60.660782,-32.945091]]]}"
"820841912",0.04874369,11898.9761727,77,580,266,2,181.5362851,65.18358531,62.14168467,13.36263499,29.98444924,2.06414687,181.5362851,354.27278618,4.99740821,3.58509719,1,470.51684665,1,"21","00314","","","","","82","Santa Fe","82084","Rosario","820841912",580,266,-32.941339,-60.646325,0.034236974519405,"{""type"":""Polygon"",""coordinates"":[[[-60.645919,-32.942522],[-60.645947,-32.942633],[-60.647287,-32.942394],[-60.647144,-32.941816],[-60.646714,-32.940047],[-60.645354,-32.940295],[-60.645507,-32.940909],[-60.645805,-32.942060],[-60.645919,-32.942522]]]}"
"820842014",0.0250185,21104.3800895,82,528,246,2,180.79201746,60.70439663,51.87340193,11.89055192,29.13532897,1.32117244,180.79201746,335.71686935,4.797942,1.73838478,1,463.17524166,1,"21","00307","","","","","82","Santa Fe","82084","Rosario","820842014",528,246,-32.940592,-60.64035,0.017581704855046,"{""type"":""Polygon"",""coordinates"":[[[-60.639798,-32.941301],[-60.641205,-32.941030],[-60.640896,-32.939882],[-60.639497,-32.940151],[-60.639798,-32.941301]]]}"
"820848106",0.10326395,6207.39381321,119,641,251,2,157.13630137,72.13253425,73.92020548,16.44657534,25.11678082,3.39657534,157.13630137,348.1489726,11.8880137,4.2010274,1,460.14657534,1,"21","00332","","","","","82","Santa Fe","82084","Rosario","820848106",641,251,-32.942903,-60.67782,0.072538933916326,"{""type"":""Polygon"",""coordinates"":[[[-60.676173,-32.944247],[-60.678912,-32.943753],[-60.678835,-32.943435],[-60.678737,-32.943061],[-60.679304,-32.942964],[-60.679949,-32.942830],[-60.680216,-32.942787],[-60.679934,-32.941663],[-60.679106,-32.941804],[-60.678060,-32.941988],[-60.676705,-32.942246],[-60.676079,-32.942354],[-60.675707,-32.942423],[-60.676173,-32.944247]]]}"
"820842902",0.05204507,13276.9549111,70,691,359,2,264.88022772,126.32121743,117.8907379,26.65119334,51.5347055,5.03109262,264.88022772,592.30917451,14.54937596,5.1670681,1,772.20472958,1,"21","00331","","","","","82","Santa Fe","82084","Rosario","820842902",691,359,-32.942264,-60.660745,0.036576980178511,"{""type"":""Polygon"",""coordinates"":[[[-60.660231,-32.943053],[-60.660390,-32.943636],[-60.660995,-32.943522],[-60.661731,-32.943392],[-60.661108,-32.940890],[-60.660452,-32.941010],[-60.659759,-32.941142],[-60.660094,-32.942489],[-60.660231,-32.943053]]]}"
"820841913",0.02515625,12720.4979202,38,320,162,2,101.77580994,36.54427646,34.83887689,7.49157667,16.81036717,1.15723542,101.77580994,198.61814255,2.80172786,2.00993521,1,263.7887689,1,"21","00314","","","","","82","Santa Fe","82084","Rosario","820841913",320,162,-32.941003,-60.644801,0.017641090774413,"{""type"":""Polygon"",""coordinates"":[[[-60.644243,-32.941675],[-60.644252,-32.941710],[-60.644908,-32.941590],[-60.645649,-32.941459],[-60.645507,-32.940909],[-60.645354,-32.940295],[-60.645001,-32.940360],[-60.644313,-32.940479],[-60.643959,-32.940550],[-60.644104,-32.941154],[-60.644243,-32.941675]]]}"
"820843206",0.3170147,4021.89549122,412,1275,360,2,199.31286272,213.21453949,234.34453322,26.98479173,28.2195714,13.84618105,234.34453322,715.92247962,18.29971223,11.77896564,3,973.97755735,1,"21","00347","","","","","82","Santa Fe","82084","Rosario","820843206",1275,360,-32.945152,-60.726806,0.22264827386442,"{""type"":""Polygon"",""coordinates"":[[[-60.721880,-32.943861],[-60.721838,-32.944611],[-60.721839,-32.944683],[-60.721805,-32.945213],[-60.721806,-32.945290],[-60.721779,-32.945743],[-60.721772,-32.945819],[-60.721775,-32.945905],[-60.722890,-32.945903],[-60.723341,-32.945908],[-60.724115,-32.945905],[-60.724422,-32.945909],[-60.724811,-32.945916],[-60.725224,-32.945929],[-60.725629,-32.945933],[-60.726368,-32.945982],[-60.726389,-32.945956],[-60.726769,-32.945972],[-60.727168,-32.945994],[-60.727960,-32.946009],[-60.728341,-32.946021],[-60.728748,-32.946038],[-60.729127,-32.946045],[-60.729090,-32.946854],[-60.729065,-32.947586],[-60.729438,-32.947593],[-60.729845,-32.947606],[-60.730637,-32.947621],[-60.730658,-32.946906],[-60.730673,-32.946083],[-60.730982,-32.946083],[-60.731052,-32.944011],[-60.730698,-32.943996],[-60.729565,-32.943975],[-60.728795,-32.943956],[-60.728432,-32.943959],[-60.728014,-32.943941],[-60.727638,-32.943934],[-60.727249,-32.943918],[-60.726473,-32.943916],[-60.725756,-32.943895],[-60.725297,-32.943894],[-60.723892,-32.943834],[-60.721886,-32.943772],[-60.721880,-32.943861]]]}"
"820842006",0.02505852,17159.8296721,33,430,240,2,160.92921734,54.03507951,46.17430621,10.58419083,25.93436233,1.1760212,160.92921734,298.83317742,4.27081384,1.54739632,1,412.28827565,1,"21","00307","","","","","82","Santa Fe","82084","Rosario","820842006",430,240,-32.940865,-60.638945,0.017609793232203,"{""type"":""Polygon"",""coordinates"":[[[-60.638389,-32.941569],[-60.639121,-32.941435],[-60.639799,-32.941302],[-60.639497,-32.940151],[-60.638719,-32.940306],[-60.638099,-32.940419],[-60.638308,-32.941279],[-60.638389,-32.941569]]]}"
"820842903",0.08322779,8855.21547508,109,737,323,2,267.86599518,127.74512809,119.21961901,26.95160937,52.115612,5.08780381,267.86599518,598.98576746,14.71337859,5.22531202,1,780.90913072,1,"21","00331","","","","","82","Santa Fe","82084","Rosario","820842903",737,323,-32.943254,-60.659583,0.058475610089221,"{""type"":""Polygon"",""coordinates"":[[[-60.659388,-32.945342],[-60.660039,-32.945218],[-60.660783,-32.945093],[-60.660628,-32.944478],[-60.660390,-32.943636],[-60.660231,-32.943053],[-60.660094,-32.942489],[-60.659759,-32.941142],[-60.659084,-32.941266],[-60.658407,-32.941386],[-60.658585,-32.942114],[-60.658891,-32.943319],[-60.659211,-32.944652],[-60.659388,-32.945342]]]}"
"820842010",0.02452629,14229.6314603,45,349,167,2,123.23043343,41.37698784,35.35765513,8.10477081,19.85905831,0,123.23043343,227.92890552,3.27034612,1.18490801,1,315.70689118,1,"21","00307","","","","","82","Santa Fe","82084","Rosario","820842010",349,167,-32.941255,-60.643414,0.017248785335278,"{""type"":""Polygon"",""coordinates"":[[[-60.642869,-32.941947],[-60.643548,-32.941837],[-60.644252,-32.941710],[-60.644104,-32.941154],[-60.643959,-32.940550],[-60.643244,-32.940685],[-60.642578,-32.940796],[-60.642869,-32.941947]]]}"
"820848114",0.10033542,5810.51038844,101,583,213,2,142.68528932,96.65354616,114.53292218,19.75911482,22.68801016,5.2457827,142.68528932,401.56466534,6.20750952,3.58461818,1,532.88409215,1,"21","00334","","","","","82","Santa Fe","82084","Rosario","820848114",583,213,-32.943586,-60.681553,0.070436112943693,"{""type"":""Polygon"",""coordinates"":[[[-60.678835,-32.943435],[-60.678912,-32.943753],[-60.680131,-32.943535],[-60.680313,-32.944245],[-60.680569,-32.944193],[-60.681797,-32.943966],[-60.681957,-32.944590],[-60.682106,-32.945190],[-60.683468,-32.944951],[-60.683071,-32.943381],[-60.682972,-32.943022],[-60.682873,-32.942680],[-60.682774,-32.942325],[-60.682463,-32.942388],[-60.682126,-32.942446],[-60.681813,-32.942504],[-60.681085,-32.942622],[-60.680216,-32.942787],[-60.679949,-32.942830],[-60.679304,-32.942964],[-60.678737,-32.943061],[-60.678835,-32.943435]]]}"
"820842102",0.05757326,13600.0641059,102,783,303,2,279.86517114,91.03098982,64.09967623,15.7493062,36.53839038,2.36239593,279.86517114,489.64592969,8.18963922,3.46484736,1,667.29810361,1,"21","00306","","","","","82","Santa Fe","82084","Rosario","820842102",783,303,-32.941364,-60.636618,0.040443588356775,"{""type"":""Polygon"",""coordinates"":[[[-60.634585,-32.942347],[-60.634579,-32.942356],[-60.637060,-32.941837],[-60.637777,-32.941683],[-60.638389,-32.941570],[-60.638308,-32.941279],[-60.638099,-32.940419],[-60.637459,-32.940536],[-60.636760,-32.940672],[-60.635354,-32.941057],[-60.634585,-32.942347]]]}"
"820842904",0.08257461,8392.41044019,92,693,327,2,256.34946354,122.25290125,114.09393475,25.79286183,49.87497263,4.86906065,256.34946354,573.23319466,14.08079702,5.00065689,1,747.33501204,1,"21","00331","","","","","82","Santa Fe","82084","Rosario","820842904",693,327,-32.943481,-60.658221,0.057995967753981,"{""type"":""Polygon"",""coordinates"":[[[-60.658041,-32.945587],[-60.658726,-32.945472],[-60.659388,-32.945343],[-60.659211,-32.944652],[-60.658891,-32.943319],[-60.658585,-32.942114],[-60.658407,-32.941386],[-60.657728,-32.941501],[-60.657050,-32.941625],[-60.657210,-32.942289],[-60.657536,-32.943567],[-60.657679,-32.944113],[-60.657871,-32.944873],[-60.658041,-32.945587]]]}"
"820848307",0.10614459,7536.88871661,158,800,290,2,148.27214122,158.61382892,174.33278138,20.07443371,20.99300677,10.30040352,174.33278138,532.5865955,13.61345916,8.76256772,3,724.55804382,1,"21","00347","","","","","82","Santa Fe","82084","Rosario","820848307",800,290,-32.943996,-60.695959,0.074522736599325,"{""type"":""Polygon"",""coordinates"":[[[-60.694955,-32.943366],[-60.694099,-32.943321],[-60.693630,-32.943315],[-60.693603,-32.943893],[-60.693584,-32.944424],[-60.694067,-32.944431],[-60.694906,-32.944453],[-60.694882,-32.944943],[-60.695984,-32.944990],[-60.696320,-32.944999],[-60.697814,-32.945054],[-60.697853,-32.944083],[-60.697899,-32.943100],[-60.697552,-32.943094],[-60.696086,-32.943032],[-60.694970,-32.942998],[-60.694955,-32.943366]]]}"
"820842008",0.02440664,15733.4205318,38,384,227,2,140.25569068,47.09354537,40.24259432,9.22450889,22.602744,1.02494543,140.25569068,260.44402869,3.72217025,1.34861241,1,359.32429061,1,"21","00307","","","","","82","Santa Fe","82084","Rosario","820842008",384,227,-32.941488,-60.642036,0.017146806029264,"{""type"":""Polygon"",""coordinates"":[[[-60.641495,-32.942189],[-60.642222,-32.942055],[-60.642869,-32.941947],[-60.642578,-32.940796],[-60.641910,-32.940903],[-60.641205,-32.941030],[-60.641363,-32.941649],[-60.641495,-32.942189]]]}"
"820848006",0.07634148,7597.44219393,84,580,214,2,149.30958904,68.53972603,70.23835616,15.62739726,23.86575342,3.22739726,149.30958904,330.80821918,11.29589041,3.99178082,1,437.22739726,1,"21","00332","","","","","82","Santa Fe","82084","Rosario","820848006",580,214,-32.943575,-60.674585,0.053615206356545,"{""type"":""Polygon"",""coordinates"":[[[-60.673457,-32.944725],[-60.674178,-32.944595],[-60.675529,-32.944365],[-60.676173,-32.944248],[-60.675707,-32.942423],[-60.675081,-32.942536],[-60.674361,-32.942658],[-60.672993,-32.942906],[-60.673378,-32.944403],[-60.673457,-32.944725]]]}"
"820842905",0.08378276,9584.3104885,111,803,379,2,295.16444055,140.76373987,131.3693891,29.6982702,57.42675717,5.60630611,295.16444055,660.028903,16.21283118,5.7578279,1,860.49222684,1,"21","00331","","","","","82","Santa Fe","82084","Rosario","820842905",803,379,-32.943737,-60.656863,0.058885889018516,"{""type"":""Polygon"",""coordinates"":[[[-60.656676,-32.945829],[-60.658042,-32.945587],[-60.657871,-32.944873],[-60.657679,-32.944113],[-60.657536,-32.943567],[-60.657210,-32.942289],[-60.657050,-32.941625],[-60.656324,-32.941760],[-60.655688,-32.941872],[-60.655865,-32.942555],[-60.656146,-32.943791],[-60.656296,-32.944360],[-60.656487,-32.945120],[-60.656676,-32.945829]]]}"
"820841922",0.01780524,11625.788177,20,207,93,2,73.74927114,23.88921283,19.67638484,4.31195335,10.40816327,0,73.74927114,132.03498542,1.43731778,0,1,177.2361516,1,"21","00315","","","","","82","Santa Fe","82084","Rosario","820841922",207,93,-32.942024,-60.652086,0.012506116984759,"{""type"":""Polygon"",""coordinates"":[[[-60.651546,-32.942476],[-60.651577,-32.942601],[-60.652241,-32.942476],[-60.652826,-32.942375],[-60.652596,-32.941452],[-60.652008,-32.941552],[-60.651347,-32.941673],[-60.651546,-32.942476]]]}"
