"id_distrito","departamento","distrito","tipo_de_vivienda","hogares"
"1918","Constitución","Villa Constitución","Local no construido para habitación",61
"1919","Constitución","Pavón","Local no construido para habitación",1
"0502","Garay","Cayastá","Local no construido para habitación",1
"0501","Garay","Helvecia","Local no construido para habitación",2
"0503","Garay","Santa Rosa de Calchines","Local no construido para habitación",1
"1729","General López","Aarón Castellanos (Est. Castellanos)","Local no construido para habitación",1
"1731","General López","Amenábar","Local no construido para habitación",4
"1701","General López","Cafferata","Local no construido para habitación",1
"1711","General López","Carmen","Local no construido para habitación",2
"1703","General López","Murphy","Local no construido para habitación",4
"1704","General López","Chovet","Local no construido para habitación",1
"1730","General López","Diego de Alvear","Local no construido para habitación",2
"1706","General López","Firmat","Local no construido para habitación",8
"1720","General López","Hughes","Local no construido para habitación",5
"1721","General López","Labordeboy","Local no construido para habitación",1
"1717","General López","María Teresa","Local no construido para habitación",1
"1709","General López","Melincué","Local no construido para habitación",2
"1727","General López","Rufino","Local no construido para habitación",7
"1726","General López","Sancti Spiritu","Local no construido para habitación",2
"1724","General López","San Gregorio","Local no construido para habitación",3
"1718","General López","Santa Isabel","Local no construido para habitación",2
"1723","General López","Teodelina","Local no construido para habitación",1
"1713","General López","Venado Tuerto","Local no construido para habitación",40
"1719","General López","Villa Cañás","Local no construido para habitación",2
"1722","General López","Wheelwright","Local no construido para habitación",6
"0327","General Obligado","Guadalupe Norte","Local no construido para habitación",2
"0319","General Obligado","Avellaneda","Local no construido para habitación",12
"0314","General Obligado","Arroyo Ceibal","Local no construido para habitación",2
"0323","General Obligado","Malabrigo","Local no construido para habitación",1
"0302","General Obligado","Florencia","Local no construido para habitación",2
"0313","General Obligado","El Sombrerito","Local no construido para habitación",2
"0305","General Obligado","Las Toscas","Local no construido para habitación",3
"0320","General Obligado","Reconquista","Local no construido para habitación",12
"0324","General Obligado","Los Laureles","Local no construido para habitación",1
"0306","General Obligado","San Antonio de Obligado","Local no construido para habitación",2
"0307","General Obligado","Tacuarendí","Local no construido para habitación",1
"0309","General Obligado","Villa Ana","Local no construido para habitación",9
"0304","General Obligado","Villa Guillermina","Local no construido para habitación",8
"0308","General Obligado","Villa Ocampo","Local no construido para habitación",7
"0321","General Obligado","El Arazá","Local no construido para habitación",1
"0326","General Obligado","La Sarita","Local no construido para habitación",1
"1405","Iriondo","Pueblo Andino","Local no construido para habitación",1
"1410","Iriondo","Cañada de Gómez","Local no construido para habitación",11
"1411","Iriondo","Correa","Local no construido para habitación",1
"1408","Iriondo","Salto Grande","Local no construido para habitación",3
"1404","Iriondo","Oliveros","Local no construido para habitación",1
"1402","Iriondo","Totoras","Local no construido para habitación",5
"1406","Iriondo","Serodino","Local no construido para habitación",2
"1412","Iriondo","Villa Eloísa","Local no construido para habitación",1
"1008","La Capital","Arroyo Aguiar","Local no construido para habitación",1
"1001","La Capital","Emilia","Local no construido para habitación",2
"1005","La Capital","Laguna Paiva","Local no construido para habitación",8
"1009","La Capital","Monte Vera","Local no construido para habitación",1
"1006","La Capital","Nelson","Local no construido para habitación",2
"1010","La Capital","Recreo","Local no construido para habitación",8
"1011","La Capital","Santa Fe","Local no construido para habitación",93
"1012","La Capital","Santo Tomé","Local no construido para habitación",11
"1013","La Capital","Sauce Viejo","Local no construido para habitación",6
"1016","La Capital","San José del Rincón","Local no construido para habitación",2
"0916","Las Colonias","Esperanza","Local no construido para habitación",10
"0912","Las Colonias","Felicia","Local no construido para habitación",1
"0926","Las Colonias","Franck","Local no construido para habitación",5
"0913","Las Colonias","Grutly","Local no construido para habitación",1
"0918","Las Colonias","Humboldt","Local no construido para habitación",6
"0920","Las Colonias","Pilar","Local no construido para habitación",14
"0906","Las Colonias","Providencia","Local no construido para habitación",1
"0929","Las Colonias","San Agustín","Local no construido para habitación",2
"0935","Las Colonias","San Carlos Centro","Local no construido para habitación",2
"0937","Las Colonias","San Carlos Sud","Local no construido para habitación",1
"0931","Las Colonias","San Jerónimo del Sauce","Local no construido para habitación",1
"0923","Las Colonias","San Jerónimo Norte","Local no construido para habitación",6
"0908","Las Colonias","Santo Domingo","Local no construido para habitación",1
"0103","9 de Julio","San Bernardo","Local no construido para habitación",1
"0101","9 de Julio","Gregoria Pérez de Denis (Est. El Nochero)","Local no construido para habitación",1
"0110","9 de Julio","Villa Minetti","Local no construido para habitación",5
"0105","9 de Julio","Tostado","Local no construido para habitación",2
"1613","Rosario","Acebal","Local no construido para habitación",4
"1611","Rosario","Álvarez","Local no construido para habitación",2
"1618","Rosario","Arroyo Seco","Local no construido para habitación",6
"1615","Rosario","Coronel Domínguez","Local no construido para habitación",6
"1604","Rosario","Funes","Local no construido para habitación",11
"1602","Rosario","Granadero Baigorria","Local no construido para habitación",14
"1601","Rosario","Ibarlucea","Local no construido para habitación",2
"1606","Rosario","Pérez","Local no construido para habitación",5
"1610","Rosario","Piñero (Est. Erasto)","Local no construido para habitación",1
"1625","Rosario","Pueblo Esther","Local no construido para habitación",1
"1612","Rosario","Pueblo Muñoz (Est. Bernard)","Local no construido para habitación",3
"1603","Rosario","Rosario","Local no construido para habitación",358
"1622","Rosario","Uranga","Local no construido para habitación",1
"1616","Rosario","Villa Amelia","Local no construido para habitación",1
"1608","Rosario","Villa Gobernador Gálvez","Local no construido para habitación",12
"1605","Rosario","Zavalla","Local no construido para habitación",7
"1617","Rosario","General Lagos","Local no construido para habitación",1
"0706","San Cristóbal","Aguará Grande","Local no construido para habitación",6
"0711","San Cristóbal","Arrufó","Local no construido para habitación",6
"0718","San Cristóbal","Capivara","Local no construido para habitación",1
"0701","San Cristóbal","Ceres","Local no construido para habitación",5
"0717","San Cristóbal","Curupaytí","Local no construido para habitación",3
"0728","San Cristóbal","Colonia Dos Rosas y La Legua","Local no construido para habitación",1
"0704","San Cristóbal","Huanqueros","Local no construido para habitación",3
"0705","San Cristóbal","Las Avispas","Local no construido para habitación",1
"0730","San Cristóbal","Las Palmeras","Local no construido para habitación",1
"0708","San Cristóbal","San Cristóbal","Local no construido para habitación",6
"0716","San Cristóbal","San Guillermo","Local no construido para habitación",8
"0722","San Cristóbal","Soledad","Local no construido para habitación",1
"0726","San Cristóbal","Suardi","Local no construido para habitación",1
"0707","San Cristóbal","Villa Saralegui","Local no construido para habitación",2
"0714","San Cristóbal","Villa Trinidad","Local no construido para habitación",3
"0403","San Javier","Alejandra","Local no construido para habitación",1
"0401","San Javier","Romang","Local no construido para habitación",3
"0404","San Javier","San Javier","Local no construido para habitación",5
"1110","San Jerónimo","Arocena","Local no construido para habitación",1
"1115","San Jerónimo","Barrancas","Local no construido para habitación",6
"1107","San Jerónimo","Campo Piaggio","Local no construido para habitación",1
"1114","San Jerónimo","Casalegno","Local no construido para habitación",1
"1105","San Jerónimo","Coronda","Local no construido para habitación",12
"1119","San Jerónimo","Díaz","Local no construido para habitación",1
"1117","San Jerónimo","Gaboto","Local no construido para habitación",1
"1108","San Jerónimo","Gálvez","Local no construido para habitación",6
"1118","San Jerónimo","Maciel","Local no construido para habitación",1
"1121","San Jerónimo","San Genaro","Local no construido para habitación",6
"0614","San Justo","Angeloni","Local no construido para habitación",1
"0617","San Justo","Cayastacito","Local no construido para habitación",1
"0607","San Justo","Gobernador Crespo","Local no construido para habitación",6
"0611","San Justo","San Justo","Local no construido para habitación",6
"0602","San Justo","La Camila","Local no construido para habitación",2
"0615","San Justo","Videla","Local no construido para habitación",3
"1511","San Lorenzo","Roldán","Local no construido para habitación",9
"1505","San Lorenzo","Capitán Bermúdez","Local no construido para habitación",14
"1509","San Lorenzo","Carcarañá","Local no construido para habitación",7
"1504","San Lorenzo","Fray Luis Beltrán","Local no construido para habitación",7
"1501","San Lorenzo","Timbúes","Local no construido para habitación",2
"1502","San Lorenzo","Puerto General San Martín","Local no construido para habitación",5
"1512","San Lorenzo","Pujato","Local no construido para habitación",2
"1503","San Lorenzo","San Lorenzo","Local no construido para habitación",8
"1206","San Martín","Cañada Rosquín","Local no construido para habitación",4
"1211","San Martín","Carlos Pellegrini","Local no construido para habitación",1
"1212","San Martín","Casas","Local no construido para habitación",2
"1201","San Martín","Castelar","Local no construido para habitación",1
"1205","San Martín","Colonia Belgrano","Local no construido para habitación",2
"1202","San Martín","Crispi","Local no construido para habitación",1
"1215","San Martín","El Trébol","Local no construido para habitación",2
"1210","San Martín","Landeta","Local no construido para habitación",3
"1209","San Martín","Las Petacas","Local no construido para habitación",1
"1217","San Martín","María Susana","Local no construido para habitación",2
"1216","San Martín","Piamonte","Local no construido para habitación",1
"1208","San Martín","San Jorge","Local no construido para habitación",12
"1203","San Martín","Sastre","Local no construido para habitación",2
"0213","Vera","Tartagal","Local no construido para habitación",8
"0205","Vera","Calchaquí","Local no construido para habitación",6
"0202","Vera","Vera","Local no construido para habitación",4
"0207","Vera","Fortín Olmos","Local no construido para habitación",2
"0204","Vera","Margarita","Local no construido para habitación",1
"0203","Vera","La Gallareta","Local no construido para habitación",1
"1306","Belgrano","Armstrong","Vivienda móvil",1
"1303","Belgrano","Las Parejas","Vivienda móvil",2
"1302","Belgrano","Las Rosas","Vivienda móvil",7
"1305","Belgrano","Tortugas","Vivienda móvil",3
"1805","Caseros","Casilda","Vivienda móvil",3
"1806","Caseros","Sanford","Vivienda móvil",1
"1802","Caseros","San José de la Esquina","Vivienda móvil",2
"1809","Caseros","Villada","Vivienda móvil",2
"0832","Castellanos","Bauer y Sigel","Vivienda móvil",1
"0815","Castellanos","Egusquiza","Vivienda móvil",1
"0841","Castellanos","Frontera","Vivienda móvil",1
"0833","Castellanos","Josefina","Vivienda móvil",2
"1901","Constitución","Bombal","Vivienda móvil",3
"1916","Constitución","Empalme Villa Constitución","Vivienda móvil",1
"1903","Constitución","Juncal","Vivienda móvil",2
"1904","Constitución","Máximo Paz (Est. Paz)","Vivienda móvil",1
"0506","Garay","Saladero Mariano Cabal","Vivienda móvil",2
"0501","Garay","Helvecia","Vivienda móvil",1
"0503","Garay","Santa Rosa de Calchines","Vivienda móvil",3
"0505","Garay","Colonia Mascías","Vivienda móvil",1
"1708","General López","Carreras","Vivienda móvil",1
"1712","General López","Chapuy","Vivienda móvil",1
"1704","General López","Chovet","Vivienda móvil",1
"1710","General López","Elortondo","Vivienda móvil",1
"1715","General López","Maggiolo","Vivienda móvil",4
"1717","General López","María Teresa","Vivienda móvil",6
"1727","General López","Rufino","Vivienda móvil",2
"1726","General López","Sancti Spiritu","Vivienda móvil",3
"1716","General López","San Eduardo","Vivienda móvil",1
"1718","General López","Santa Isabel","Vivienda móvil",3
"1723","General López","Teodelina","Vivienda móvil",1
"1713","General López","Venado Tuerto","Vivienda móvil",8
"1719","General López","Villa Cañás","Vivienda móvil",1
"1722","General López","Wheelwright","Vivienda móvil",1
"0322","General Obligado","Berna","Vivienda móvil",2
"0323","General Obligado","Malabrigo","Vivienda móvil",7
"0305","General Obligado","Las Toscas","Vivienda móvil",1
"0303","General Obligado","El Rabón","Vivienda móvil",2
"0320","General Obligado","Reconquista","Vivienda móvil",7
"0324","General Obligado","Los Laureles","Vivienda móvil",7
"0308","General Obligado","Villa Ocampo","Vivienda móvil",1
"0326","General Obligado","La Sarita","Vivienda móvil",1
"1411","Iriondo","Correa","Vivienda móvil",1
"1406","Iriondo","Serodino","Vivienda móvil",1
"1008","La Capital","Arroyo Aguiar","Vivienda móvil",4
"1009","La Capital","Monte Vera","Vivienda móvil",1
"1010","La Capital","Recreo","Vivienda móvil",6
"1011","La Capital","Santa Fe","Vivienda móvil",8
"1012","La Capital","Santo Tomé","Vivienda móvil",1
"1015","La Capital","Arroyo Leyes","Vivienda móvil",1
"1016","La Capital","San José del Rincón","Vivienda móvil",1
"0901","Las Colonias","Elisa","Vivienda móvil",1
"0916","Las Colonias","Esperanza","Vivienda móvil",3
"0103","9 de Julio","San Bernardo","Vivienda móvil",7
"0101","9 de Julio","Gregoria Pérez de Denis (Est. El Nochero)","Vivienda móvil",1
"0110","9 de Julio","Villa Minetti","Vivienda móvil",2
"0104","9 de Julio","Pozo Borrado","Vivienda móvil",3
"0111","9 de Julio","Santa Margarita","Vivienda móvil",1
"0102","9 de Julio","Gato Colorado","Vivienda móvil",2
"0105","9 de Julio","Tostado","Vivienda móvil",1
"1611","Rosario","Álvarez","Vivienda móvil",2
"1618","Rosario","Arroyo Seco","Vivienda móvil",2
"1604","Rosario","Funes","Vivienda móvil",1
"1602","Rosario","Granadero Baigorria","Vivienda móvil",3
"1606","Rosario","Pérez","Vivienda móvil",6
"1625","Rosario","Pueblo Esther","Vivienda móvil",3
"1603","Rosario","Rosario","Vivienda móvil",25
"1622","Rosario","Uranga","Vivienda móvil",1
"1608","Rosario","Villa Gobernador Gálvez","Vivienda móvil",3
"1605","Rosario","Zavalla","Vivienda móvil",1
"0703","San Cristóbal","Ambrosetti","Vivienda móvil",3
"0711","San Cristóbal","Arrufó","Vivienda móvil",1
"0701","San Cristóbal","Ceres","Vivienda móvil",2
"0708","San Cristóbal","San Cristóbal","Vivienda móvil",1
"0707","San Cristóbal","Villa Saralegui","Vivienda móvil",1
"0404","San Javier","San Javier","Vivienda móvil",1
"1110","San Jerónimo","Arocena","Vivienda móvil",2
"1113","San Jerónimo","Bernardo de Irigoyen (Est. Irigoyen)","Vivienda móvil",1
"1122","San Jerónimo","Centeno","Vivienda móvil",1
"1117","San Jerónimo","Gaboto","Vivienda móvil",9
"1118","San Jerónimo","Maciel","Vivienda móvil",1
"0614","San Justo","Angeloni","Vivienda móvil",1
"0601","San Justo","Pedro Gómez Cello","Vivienda móvil",2
"1511","San Lorenzo","Roldán","Vivienda móvil",6
"1509","San Lorenzo","Carcarañá","Vivienda móvil",3
"1504","San Lorenzo","Fray Luis Beltrán","Vivienda móvil",3
"1501","San Lorenzo","Timbúes","Vivienda móvil",1
"1502","San Lorenzo","Puerto General San Martín","Vivienda móvil",1
"1202","San Martín","Crispi","Vivienda móvil",1
"1210","San Martín","Landeta","Vivienda móvil",1
"0208","Vera","Cañada Ombú","Vivienda móvil",1
"0210","Vera","Intiyaco","Vivienda móvil",2
"0213","Vera","Tartagal","Vivienda móvil",1
"0202","Vera","Vera","Vivienda móvil",1
"0207","Vera","Fortín Olmos","Vivienda móvil",3
"0204","Vera","Margarita","Vivienda móvil",2
"1805","Caseros","Casilda","Persona/s viviendo en la calle",1
"0824","Castellanos","Rafaela","Persona/s viviendo en la calle",1
"0821","Castellanos","Vila","Persona/s viviendo en la calle",1
"1917","Constitución","Theobald","Persona/s viviendo en la calle",1
"0501","Garay","Helvecia","Persona/s viviendo en la calle",1
"0505","Garay","Colonia Mascías","Persona/s viviendo en la calle",1
"1702","General López","La Chispa","Persona/s viviendo en la calle",1
"1713","General López","Venado Tuerto","Persona/s viviendo en la calle",1
"0319","General Obligado","Avellaneda","Persona/s viviendo en la calle",1
"0320","General Obligado","Reconquista","Persona/s viviendo en la calle",1
"1402","Iriondo","Totoras","Persona/s viviendo en la calle",1
"1006","La Capital","Nelson","Persona/s viviendo en la calle",1
"1011","La Capital","Santa Fe","Persona/s viviendo en la calle",26
"1012","La Capital","Santo Tomé","Persona/s viviendo en la calle",1
"0105","9 de Julio","Tostado","Persona/s viviendo en la calle",1
"1618","Rosario","Arroyo Seco","Persona/s viviendo en la calle",1
"1604","Rosario","Funes","Persona/s viviendo en la calle",1
"1606","Rosario","Pérez","Persona/s viviendo en la calle",1
"1625","Rosario","Pueblo Esther","Persona/s viviendo en la calle",1
"1603","Rosario","Rosario","Persona/s viviendo en la calle",69
"1608","Rosario","Villa Gobernador Gálvez","Persona/s viviendo en la calle",5
"1617","Rosario","General Lagos","Persona/s viviendo en la calle",1
"0404","San Javier","San Javier","Persona/s viviendo en la calle",2
"1105","San Jerónimo","Coronda","Persona/s viviendo en la calle",1
"0607","San Justo","Gobernador Crespo","Persona/s viviendo en la calle",1
"0611","San Justo","San Justo","Persona/s viviendo en la calle",2
"1504","San Lorenzo","Fray Luis Beltrán","Persona/s viviendo en la calle",1
"1501","San Lorenzo","Timbúes","Persona/s viviendo en la calle",2
"1502","San Lorenzo","Puerto General San Martín","Persona/s viviendo en la calle",1
"0205","Vera","Calchaquí","Persona/s viviendo en la calle",1
"0202","Vera","Vera","Persona/s viviendo en la calle",1
